OBJECTID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,SHAPE_Length,SHAPE_Area
4084,1400000US37183052407,52407,37, North Carolina,NC,37183, Wake,37183052407,"Census Tract 524.07, Wake County, North Carolina",1.38824712,4086,459,2023,45,1769,127,1600,535,219,160,19825,2822,205,89,287,53,720,124,423,126,170,80.9,1778,589.6,113,85.3,560,144.2,0,12,102,55.2,170,92,2,6,39.2,10.3,8.6,5.6,19825,2822,8.4,3.9,7,1.5,17.6,2.3,10.4,3.5,9.6,4.5,43.5,13.6,2.9,2.2,27.7,7.1,0,1.7,5.8,3.1,9.6,5.1,0,0.1,0.9319,0.5091,0.7232,0.3693,2.5336,0.6717,0.1237,0.1818,0.3723,0.5829,1.2607,0.1037,0.656,0.6589,1.3149,0.6916,0.8632,0,0.8237,0.696,0.3428,2.7258,0.658,7.8349,0.5862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,736,220,18,6,13564,0.084539106277942,0.0003606111775
4085,1400000US37183052408,52408,37, North Carolina,NC,37183, Wake,37183052408,"Census Tract 524.08, Wake County, North Carolina",0.40483528,2772,416,1307,64,1113,116,1228,346,152,82,18233,3987,178,105,58,20,587,141,244,95,208,91.3,1058,566.1,55,76.2,295,122.8,73,61,25,28.2,185,84,0,12,44.3,8.9,9.7,5.4,18233,3987,15.8,8.9,2.1,0.8,21.2,4,8.8,3.4,18.7,8,38.2,19.6,2.2,3,22.6,9.3,5.6,4.6,2.2,2.5,16.6,7.2,0,0.4,0.9586,0.593,0.7841,0.6567,2.9923,0.7957,0.0189,0.3771,0.2545,0.8983,1.5488,0.2106,0.6124,0.6018,1.2142,0.6356,0.8266,0.7093,0.5719,0.8425,0,2.9503,0.7543,8.7057,0.7063,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,394,141,14.2,5.2,1178,0.042502677306962,0.000103274048
4086,1400000US37183052409,52409,37, North Carolina,NC,37183, Wake,37183052409,"Census Tract 524.09, Wake County, North Carolina",0.42646858,4451,618,1447,68,1305,115,1517,456,172,99,13801,2108,337,187,3,4,291,180,167,92,70,57.6,2516,746.6,255,173.3,524,135.1,0,12,74,56.6,128,76,880,221,42.3,9.4,6,3.2,13801,2108,17.8,8.6,0.1,0.1,6.5,3.9,3.8,2,5.4,4.4,56.5,14.8,5.9,3.9,36.2,9.2,0,2.4,5.7,4.3,9.8,5.7,19.8,4.1,0.949,0.2761,0.9118,0.7088,2.8457,0.7567,0.0104,0.0291,0.0252,0.2727,0.3374,0.0171,0.74,0.7827,1.5226,0.7996,0.9058,0,0.8201,0.7026,0.9697,3.3981,0.9033,8.1039,0.6244,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,676,312,15.2,6.1,3781,0.050263942337394,0.000110598935
4087,1400000US37183052503,52503,37, North Carolina,NC,37183, Wake,37183052503,"Census Tract 525.03, Wake County, North Carolina",3.05423593,6341,643,3589,91,2995,250,645,363,222,117,52483,8205,153,117,1052,227,1011,271,570,164,100,70.1,1246,842.9,78,106.7,1590,252.5,0,17,34,46.8,203,92,115,109,10.3,5.4,6,3.2,52483,8205,3.3,2.5,16.6,3.8,15.9,4,9.1,2.8,3.3,2.3,19.6,13.1,1.3,1.8,44.3,6.9,0,1,1.1,1.6,6.8,3,1.8,1.7,0.3877,0.2761,0.059,0.1134,0.8362,0.1454,0.6875,0.1289,0.2752,0.1302,1.2218,0.0939,0.4004,0.5004,0.9008,0.4493,0.9314,0,0.3968,0.5764,0.7686,2.6731,0.6342,5.632,0.2492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,678,279,10.9,4.2,6072,0.159810291511731,0.000789301362
4088,1400000US37183052504,52504,37, North Carolina,NC,37183, Wake,37183052504,"Census Tract 525.04, Wake County, North Carolina",2.26411448,5705,574,2781,82,2495,149,610,360,215,117,35919,5463,535,377,975,182,1190,234,678,218,343,122.8,1928,763.9,306,278.2,505,196.4,11,18,75,68.5,106,109,179,130,11.2,6.3,7.6,4.2,35919,5463,13.4,8.7,17.1,3.4,20.9,3.5,12.3,4.1,13.7,4.9,33.8,13,5.7,5.1,18.2,7,0.4,0.7,3,2.7,4.2,4.4,3.1,2.3,0.4236,0.4229,0.2074,0.5792,1.633,0.3951,0.7161,0.3564,0.5122,0.7772,2.362,0.717,0.5716,0.778,1.3496,0.7098,0.7828,0.4416,0.6574,0.3995,0.8465,3.1277,0.8202,8.4724,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,436,15.4,7,15221,0.111233977280143,0.0005936561115
4089,1400000US37183052505,52505,37, North Carolina,NC,37183, Wake,37183052505,"Census Tract 525.05, Wake County, North Carolina",1.32086151,5204,461,2637,60,2287,124,327,290,149,102,36272,4167,275,251,529,93,892,127,270,121,154,110.6,1798,583.7,261,265.1,858,224.1,40,62,145,119.4,47,43,9,14,6.3,5.4,4.2,2.9,36272,4167,7.2,6.2,10.2,1.9,17.1,1.9,5.2,2.2,6.7,4.8,34.6,10.8,5.3,5.4,32.5,8.5,1.5,2.4,6.3,5.2,2.1,1.8,0.2,0.3,0.2143,0.129,0.2018,0.3088,0.8539,0.1504,0.2858,0.1644,0.0573,0.3802,0.8877,0.0451,0.5792,0.7656,1.3448,0.7073,0.89,0.5721,0.8427,0.1996,0.4445,2.9489,0.7538,6.0353,0.3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,388,15.6,6.6,7720,0.085675727208729,0.000343204233
4090,1400000US37183052506,52506,37, North Carolina,NC,37183, Wake,37183052506,"Census Tract 525.06, Wake County, North Carolina",1.11810352,1794,168,1061,46,926,84,67,39,15,17,47654,7418,22,23,498,67,286,73,291,86,51,41.9,362,275.2,27,52.1,325,92.7,11,12,7,15.6,124,54,0,12,3.7,2.2,1.7,1.9,47654,7418,1.6,1.7,27.8,3.6,15.9,3.8,16.2,4.8,5.5,4.5,20.2,15.2,1.6,3,30.6,8.6,1,1.1,0.8,1.7,13.4,5.4,0,0.7,0.1001,0.0226,0.0833,0.0429,0.2489,0.0117,0.9624,0.1288,0.7468,0.2842,2.1222,0.5679,0.4079,0.534,0.9419,0.4751,0.8802,0.5311,0.3196,0.7926,0,2.5235,0.5665,5.8365,0.2785,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,62,54,3.5,2.9,3833,0.074039196940913,0.0002873280735
4091,1400000US37183052507,52507,37, North Carolina,NC,37183, Wake,37183052507,"Census Tract 525.07, Wake County, North Carolina",1.03648927,3050,376,1455,26,1309,102,464,194,181,74,35785,5712,127,110,365,52,662,170,242,143,203,85.9,1129,475.5,142,127.8,474,133.7,13,21,43,47.5,79,77,13,18,15.3,6,10.1,3.9,35785,5712,6,4.9,12,2.2,21.7,4.9,7.9,4.3,15.5,6.4,37,14.9,5.2,4.7,32.6,9.2,0.9,1.4,3.3,3.6,6,5.8,0.4,0.6,0.5685,0.6208,0.2101,0.2461,1.6455,0.3988,0.3938,0.414,0.1921,0.8321,1.832,0.368,0.602,0.7639,1.3658,0.7187,0.8902,0.5202,0.6824,0.5297,0.5716,3.1942,0.8429,8.0375,0.6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,213,12.3,5.9,4133,0.092264386113776,0.0002693282085
4092,1400000US37183052601,52601,37, North Carolina,NC,37183, Wake,37183052601,"Census Tract 526.01, Wake County, North Carolina",1.28103508,2759,193,1436,45,1118,93,56,51,72,43,55207,6146,39,32,495,99,640,53,205,60,50,35.3,138,283,0,48,334,92,0,12,7,16.3,15,16,10,5,2,1.9,4.8,2.8,55207,6146,2,1.6,17.9,3.6,23.2,1,7.4,2.1,4.5,3.1,5,10.3,0,1.8,23.3,6.4,0,2.4,0.6,1.5,1.3,1.5,0.4,0.2,0.0395,0.1741,0.0497,0.0575,0.3208,0.0219,0.7566,0.5231,0.16,0.2054,1.6451,0.2588,0.113,0,0.113,0.0519,0.8323,0,0.2864,0.1186,0.5478,1.785,0.2617,3.8639,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,0.7,1.1,4695,0.085053439183238,0.0003313162345
4093,1400000US37183052602,52602,37, North Carolina,NC,37183, Wake,37183052602,"Census Tract 526.02, Wake County, North Carolina",1.31047652,3958,230,2084,58,1816,88,232,125,152,86,40915,7329,169,83,968,71,699,96,461,125,74,52.5,471,321.1,8,48.3,620,123.4,0,12,14,24.2,200,46,19,13,5.9,3.1,7,3.7,40915,7329,5.4,2.7,24.5,2,17.7,2.2,11.7,3.1,4.1,2.9,11.9,8.1,0.2,1.3,29.8,5.9,0,1.7,0.8,1.3,11,2.5,0.5,0.3,0.1961,0.3675,0.1386,0.2164,0.9186,0.1707,0.9355,0.1835,0.469,0.1773,1.7653,0.3269,0.2703,0.2255,0.4957,0.2202,0.8752,0,0.3231,0.7395,0.5891,2.5269,0.5679,5.7066,0.2597,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,251,95,6.3,2.3,9873,0.076750756251656,0.0003386183085
4094,1400000US37183052603,52603,37, North Carolina,NC,37183, Wake,37183052603,"Census Tract 526.03, Wake County, North Carolina",1.19843667,2766,293,1262,98,1144,118,252,146,52,40,69903,12156,131,122,512,88,636,107,255,112,82,51.4,439,378.1,8,48.8,249,99.8,0,12,41,36.1,18,23,0,12,9.3,4.9,4.1,3.2,69903,12156,6.7,5.9,18.5,3.3,23,3,9.2,3.9,7.2,4.4,15.9,13.6,0.3,1.9,19.7,7.8,0,2.7,3.6,3.1,1.6,1.9,0,0.4,0.3462,0.1223,0.0205,0.2826,0.7716,0.1263,0.785,0.5075,0.2827,0.414,1.9892,0.4719,0.3407,0.2672,0.608,0.2812,0.7996,0,0.7068,0.1479,0,1.6544,0.2203,5.0232,0.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,99,5.9,3.3,4144,0.0946434326117,0.0003113485425
4095,1400000US37183052701,52701,37, North Carolina,NC,37183, Wake,37183052701,"Census Tract 527.01, Wake County, North Carolina",2.63243533,5138,600,2490,64,2129,185,827,418,165,103,27407,4123,415,209,565,102,1299,339,184,74,400,161.1,2405,696.1,196,158.2,766,183.9,0,17,62,70.8,200,100,29,19,16.1,7.6,5.8,3.5,27407,4123,12.6,5.7,11,2.5,25.3,5.9,3.6,1.5,18.8,7.4,46.8,12.4,4.1,3.3,30.8,7.3,0,1.4,2.9,3.3,9.4,4.6,0.6,0.4,0.5934,0.2578,0.4187,0.5506,1.8205,0.4547,0.3316,0.6665,0.0225,0.9002,1.921,0.4251,0.6791,0.7198,1.3989,0.7358,0.881,0,0.6476,0.6893,0.6125,2.8305,0.7039,7.9708,0.6057,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1172,406,23,6,20946,0.108369745324474,0.0006801755265
4096,1400000US37183052704,52704,37, North Carolina,NC,37183, Wake,37183052704,"Census Tract 527.04, Wake County, North Carolina",1.12832634,7057,900,2749,62,2496,161,2303,619,544,217,15240,1906,1434,363,252,111,2325,502,466,169,630,219.4,6362,942.5,934,407.4,1192,262.4,0,17,305,137.6,520,182,35,19,32.6,8.6,14.9,5.1,15240,1906,35.8,6.7,3.6,1.6,32.9,5.7,6.6,2.5,25.2,8.6,90.2,6.8,15.2,6.4,43.4,9.5,0,1.3,12.2,5.5,20.8,6.9,0.5,0.3,0.8819,0.8421,0.8762,0.9424,3.5425,0.9302,0.0321,0.941,0.1152,0.9665,2.0549,0.5194,0.9117,0.919,1.8308,0.9458,0.9289,0,0.9361,0.8847,0.5939,3.3437,0.8885,10.7718,0.934,0,0,0,1,1,0,1,0,1,2,1,1,2,1,0,1,0,0,2,7,2297,562,32.5,6.1,3911,0.079529434558716,0.000294564573
4097,1400000US37183052705,52705,37, North Carolina,NC,37183, Wake,37183052705,"Census Tract 527.05, Wake County, North Carolina",1.77454332,4339,338,2029,60,1856,113,781,324,250,108,26471,2966,295,137,542,102,811,166,403,133,203,88,1729,512.3,172,130.6,504,94.3,35,40,30,34.2,32,29,24,18,18.2,7.3,9.7,3.9,26471,2966,10.1,4.5,12.5,2.3,18.7,3.5,9.3,3.1,10.9,4.7,39.8,11.4,4.2,3.2,24.8,4.6,1.7,2,1.6,1.8,1.7,1.6,0.6,0.4,0.6513,0.593,0.4525,0.4497,2.1464,0.5561,0.4265,0.2282,0.2902,0.6575,1.6025,0.2368,0.6265,0.7253,1.3518,0.7111,0.8448,0.5856,0.4793,0.1585,0.6095,2.6777,0.6364,7.7785,0.5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,244,21.2,5.1,11734,0.107425847571075,0.000462416541
4098,1400000US37183052706,52706,37, North Carolina,NC,37183, Wake,37183052706,"Census Tract 527.06, Wake County, North Carolina",2.4252194,4445,657,1667,89,1529,121,891,603,245,115,22434,3106,758,333,442,89,1181,394,292,92,183,93.4,3047,721,344,132,343,129.4,180,95,116,86.5,52,45,172,116,21.3,12.4,10.3,4.6,22434,3106,26.6,9.4,9.9,2.4,26.6,7.9,6.8,2.3,12,6,68.5,12.7,8.4,3,20.6,7.7,10.8,5.6,7.6,5.6,3.4,2.9,3.9,2.5,0.7217,0.6344,0.6157,0.8673,2.8391,0.7549,0.2688,0.7411,0.1259,0.7072,1.843,0.3753,0.8032,0.8409,1.644,0.8588,0.809,0.7945,0.8734,0.3278,0.8728,3.6775,0.9604,10.0036,0.8606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,517,35.7,8.1,8916,0.111591902303518,0.00063128694
4099,1400000US37183052707,52707,37, North Carolina,NC,37183, Wake,37183052707,"Census Tract 527.07, Wake County, North Carolina",2.34010013,6630,532,2710,98,2488,166,1154,531,409,185,23794,3500,468,203,729,76,1813,355,784,245,327,132.2,2851,778.2,234,177.9,295,137.4,59,39,110,77.9,102,91,20,16,17.4,7.5,11,4.4,23794,3500,10.4,4.4,11,1.3,27.3,4.9,11.8,3.5,13.1,5.2,43,11.2,3.7,2.8,10.9,5.1,2.2,1.5,4.4,3.1,4.1,3.6,0.3,0.2,0.6305,0.6765,0.5575,0.463,2.3275,0.6099,0.3316,0.7797,0.4759,0.7561,2.3433,0.7063,0.6518,0.7034,1.3553,0.7133,0.6747,0.6139,0.7624,0.3909,0.5206,2.9625,0.7595,8.9886,0.7432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,422,13.8,5.9,5492,0.125592084370126,0.0006038334965
4100,1400000US37183052801,52801,37, North Carolina,NC,37183, Wake,37183052801,"Census Tract 528.01, Wake County, North Carolina",2.73108632,6930,639,2633,169,2482,192,304,188,308,177,28231,3224,461,209,1153,197,1637,379,770,193,191,124,2199,904.4,103,128.6,13,27.8,0,17,10,24,83,57,145,135,4.5,2.8,8.9,5.1,28231,3224,9.4,4.4,16.6,2.6,23.6,5,11.3,2.8,7.7,5,31.7,12.7,1.6,2,0.5,1.1,0,1.3,0.4,1,3.3,2.2,2.1,1.9,0.1347,0.5326,0.3919,0.4181,1.4773,0.3475,0.6875,0.5527,0.4384,0.4529,2.1316,0.5742,0.5501,0.535,1.0851,0.564,0.2623,0,0.2311,0.3184,0.7892,1.601,0.2043,6.295,0.3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,284,13.1,3.8,4554,0.124436660366648,0.0007585397105
4101,1400000US37183052802,52802,37, North Carolina,NC,37183, Wake,37183052802,"Census Tract 528.02, Wake County, North Carolina",2.98218467,6667,734,2611,126,2394,158,1278,768,519,193,21146,2790,716,288,742,109,1456,594,869,258,369,139.6,3576,856.3,384,271.6,145,109,112,108,175,124.2,80,79,7,9,19.3,11.1,13.5,5.5,21146,2790,16.9,5.7,11.1,1.6,21.8,8.6,13.1,3.9,15.4,5.7,53.6,11.4,6.1,4.3,5.6,4.2,4.3,4.1,7.3,5.2,3.3,3.3,0.1,0.1,0.6787,0.7958,0.6691,0.6867,2.8302,0.7525,0.3374,0.4239,0.5657,0.8293,2.1562,0.5919,0.7229,0.7895,1.5123,0.7944,0.546,0.6817,0.8678,0.3184,0.3885,2.8025,0.6912,9.3013,0.7811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,594,24.5,8.5,7712,0.117498410695719,0.0007710534595
4102,1400000US37183052803,52803,37, North Carolina,NC,37183, Wake,37183052803,"Census Tract 528.03, Wake County, North Carolina",6.44273388,9524,867,3858,153,3287,258,1765,859,642,224,19272,1889,571,225,876,183,2932,464,1213,341,506,194.6,7844,928,87,105.9,101,48.1,387,181,108,93.6,102,66,30,33,18.6,8.5,13.3,4.4,19272,1889,9.9,3.8,9.2,1.9,30.8,4,12.7,3.5,15.4,5.8,82.4,6.2,1,1.2,2.6,1.2,10,4.7,3.3,2.8,3.1,2,0.3,0.3,0.6615,0.7884,0.7455,0.4405,2.6358,0.7003,0.2305,0.8978,0.5395,0.8286,2.4965,0.7915,0.8699,0.4447,1.3145,0.6914,0.4302,0.7834,0.6826,0.2989,0.5273,2.7224,0.6566,9.1692,0.7656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,536,16.1,5.4,12150,0.236459614929833,0.0016652965925
4103,1400000US37183052806,52806,37, North Carolina,NC,37183, Wake,37183052806,"Census Tract 528.06, Wake County, North Carolina",6.88378128,16370,1265,5176,172,5043,212,2132,1279,1545,581,21268,2676,1609,692,976,229,4611,701,1305,408,898,278.1,14690,1345.4,876,598,0,26.9,317,158,183,150.5,91,77,29,35,13.1,7.7,16.1,5.7,21268,2676,15.9,6.3,6,1.3,28.2,3.7,8,2.3,17.8,5.5,89.7,4.4,5.7,3.9,0,0.5,6.1,3,3.6,3,1.8,1.5,0.2,0.2,0.4937,0.8726,0.6644,0.6596,2.6903,0.7143,0.0863,0.8149,0.1987,0.8828,1.9828,0.4669,0.9093,0.7786,1.6879,0.8788,0,0.7187,0.7103,0.169,0.4477,2.0458,0.3581,8.4068,0.6673,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3767,1138,23,6,7031,0.209296054007232,0.001781994205001
4104,1400000US37183052807,52807,37, North Carolina,NC,37183, Wake,37183052807,"Census Tract 528.07, Wake County, North Carolina",16.3080979,5347,374,1996,108,1843,135,893,366,447,182,22423,2564,599,294,255,125,1639,244,490,204,286,114.9,3348,473.3,317,182.9,56,69.1,270,113,13,27,21,23,5,4,16.7,6.8,15.7,6,22423,2564,16.9,8,4.8,2.3,30.7,4,9.2,3.8,15.5,6.1,62.6,7.7,6.4,3.7,2.8,3.5,13.5,5.6,0.7,1.5,1.1,1.2,0.1,0.1,0.6105,0.8632,0.6163,0.6867,2.7767,0.7378,0.053,0.8945,0.2827,0.8324,2.0625,0.5255,0.773,0.7986,1.5716,0.8236,0.4393,0.8294,0.307,0.0992,0.3787,2.0537,0.3616,8.4645,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,323,20.6,5.7,3140,0.307410455914205,0.004210779288499
4105,1400000US37183052808,52808,37, North Carolina,NC,37183, Wake,37183052808,"Census Tract 528.08, Wake County, North Carolina",12.70502145,9021,767,4044,227,3726,260,790,547,189,105,30289,2955,607,248,1109,160,1897,325,1099,340,269,134,3753,954.4,108,90.4,551,195.4,358,165,56,60.4,84,58,110,72,8.9,6,3.7,2,30289,2955,9.4,3.6,12.3,1.6,21,3.1,12.3,3.5,7.2,3.6,41.6,10,1.3,1,13.6,4.8,8.9,4,1.5,1.6,2.3,1.5,1.2,0.8,0.3287,0.0961,0.33,0.4181,1.1729,0.2491,0.4138,0.3675,0.5122,0.418,1.7115,0.2949,0.6409,0.4909,1.1318,0.5889,0.7217,0.7662,0.4604,0.2196,0.7137,2.8815,0.7253,6.8979,0.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,609,16.1,6.1,8414,0.271575524854101,0.0033109802275
4106,1400000US37183052809,52809,37, North Carolina,NC,37183, Wake,37183052809,"Census Tract 528.09, Wake County, North Carolina",6.93901935,3234,451,972,71,959,69,228,103,163,104,21693,3841,290,102,233,96,1042,260,303,111,46,35.4,1396,620.4,68,60.7,0,17,269,90,40,34.5,12,13,0,12,7.2,3.4,8.9,5.3,21693,3841,14.3,4.9,7.2,3.5,32.2,6.7,9.4,3.7,4.8,3.7,43.2,18.2,2.4,2.1,0,1.7,27.7,9.2,4.2,3.6,1.3,1.4,0,0.4,0.2544,0.5326,0.6462,0.6101,2.0433,0.524,0.1325,0.9294,0.2978,0.2297,1.5894,0.2305,0.6531,0.6162,1.2693,0.6665,0,0.9413,0.7479,0.1186,0,1.8078,0.2697,6.7098,0.4116,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,398,159,12.3,4.6,2106,0.206426715189943,0.0017886960675
4107,1400000US37183052901,52901,37, North Carolina,NC,37183, Wake,37183052901,"Census Tract 529.01, Wake County, North Carolina",8.17982994,2329,468,1127,38,855,148,130,125,51,36,33670,5136,199,91,277,89,603,240,279,134,18,23.4,399,639.6,0,48,27,49.5,210,99,0,17,12,23,12,17,5.6,5.3,4.3,2.9,33670,5136,12.2,5.6,11.9,4.1,25.9,8.9,12,5.1,2.1,2.7,17.1,27.2,0,2.3,2.4,4.4,18.6,8.8,0,2,1.4,2.6,0.5,0.7,0.1828,0.1359,0.2498,0.5352,1.1036,0.2267,0.3871,0.7036,0.4906,0.069,1.6503,0.2618,0.3609,0,0.3609,0.1517,0.4183,0.8801,0,0.1283,0.5992,2.0259,0.3511,5.1407,0.1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,128,7.2,5.2,1131,0.245264935213266,0.002111957100001
4108,1400000US37183052902,52902,37, North Carolina,NC,37183, Wake,37183052902,"Census Tract 529.02, Wake County, North Carolina",9.09598126,5598,334,2171,50,2040,116,447,238,327,167,29182,3269,178,90,482,85,1423,190,448,129,124,72.7,1181,488.9,42,74.1,0,24,362,113,13,27,29,41,6,7,8,4.3,10.3,5,29182,3269,4.6,2.4,8.6,1.5,25.4,3,8,2.2,6.1,3.5,21.1,8.6,0.8,1.4,0,1.1,16.7,5.2,0.6,1.3,1.4,2,0.1,0.1,0.2899,0.6344,0.3628,0.176,1.463,0.343,0.1987,0.6753,0.1987,0.3289,1.4016,0.1476,0.4211,0.4064,0.8275,0.4056,0,0.8628,0.2893,0.1283,0.3905,1.6709,0.2252,5.363,0.2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,314,18.3,5.4,2217,0.264905282756531,0.002347082979499
4109,1400000US37183052903,52903,37, North Carolina,NC,37183, Wake,37183052903,"Census Tract 529.03, Wake County, North Carolina",4.90616375,3122,245,1176,29,1146,58,212,117,81,58,33757,3757,71,49,392,83,796,123,217,80,207,83.9,529,387.3,24,58.8,0,17,82,63,12,21.6,0,12,18,28,6.8,3.8,4.7,3.4,33757,3757,3.4,2.3,12.6,2.9,25.5,3.4,7,2.6,18.1,7.3,16.9,12.3,0.8,2,0,1.4,7,5.3,1,1.9,0,3,0.6,0.9,0.2365,0.1668,0.2483,0.1184,0.77,0.1259,0.4326,0.68,0.1372,0.8873,2.1371,0.578,0.358,0.4069,0.7649,0.3692,0,0.7364,0.3794,0,0.6155,1.7313,0.2446,5.4033,0.2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,143,8.6,4.5,1588,0.168142983721604,0.0013702648945
4110,1400000US37183052904,52904,37, North Carolina,NC,37183, Wake,37183052904,"Census Tract 529.04, Wake County, North Carolina",10.58619637,7411,591,2855,86,2731,128,375,224,175,101,33204,2791,441,220,603,133,1930,373,444,177,196,114.7,1742,897.2,0,68,0,24,284,149,13,26.2,63,56,0,17,5.1,3.1,4.2,2.4,33204,2791,8.6,4.2,8.1,1.8,26,4.6,6,2.4,7.2,4.2,23.5,12,0,1,0,0.8,9.9,5.2,0.5,1,2.3,2,0,0.2,0.1607,0.129,0.2594,0.3792,0.9282,0.1737,0.1742,0.7122,0.0873,0.4146,1.3883,0.143,0.4545,0,0.4545,0.1982,0,0.782,0.2472,0.2196,0,1.2487,0.1189,4.0197,0.0687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,579,13.6,7.5,2900,0.213160172634452,0.002726217285501
4111,1400000US37183053003,53003,37, North Carolina,NC,37183, Wake,37183053003,"Census Tract 530.03, Wake County, North Carolina",2.40398032,6694,558,2922,165,2901,162,1268,682,196,115,35380,4998,95,87,460,129,1357,387,367,145,136,111.5,2047,750.6,46,77.8,1477,350.1,0,17,64,73,61,71,0,17,18.9,9.5,4.8,2.8,35380,4998,2.2,2,6.9,2.1,20.3,5.5,5.5,2.2,4.7,3.8,30.6,10.9,0.7,1.2,50.5,11.6,0,1.2,2.2,2.5,2.1,2.5,0,0.3,0.6691,0.1741,0.2173,0.0656,1.1262,0.2344,0.1195,0.3175,0.0681,0.2216,0.7267,0.034,0.5376,0.3873,0.9249,0.4644,0.9462,0,0.5668,0.1996,0,1.7126,0.238,4.4905,0.1102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,821,343,12.3,4.8,9346,0.126682789270501,0.000621933643
