OBJECTID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,SHAPE_Length,SHAPE_Area
4196,1400000US37183053804,53804,37, North Carolina,NC,37183, Wake,37183053804,"Census Tract 538.04, Wake County, North Carolina",11.21642217,3569,293,1273,44,1195,80,13,17,63,43,55262,12415,110,103,358,82,949,149,208,114,75,63.5,506,424.4,0,48,3,14.4,23,35,0,17,0,12,4,7,0.4,0.5,3.4,2.3,55262,12415,4.5,4.2,10,2.5,26.6,3.6,5.8,3.1,6.3,5.3,14.2,11.8,0,1.4,0.2,1.1,1.8,2.8,0,1.4,0,2.9,0.1,0.2,0.0113,0.0791,0.0493,0.1715,0.3112,0.0204,0.2743,0.7421,0.0793,0.3445,1.4402,0.1622,0.3116,0,0.3116,0.1273,0.2332,0.5924,0,0,0.3946,1.2202,0.1133,3.2833,0.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,132,4,3.7,1873,0.327301222584184,0.003200901643499
4197,1400000US37183053805,53805,37, North Carolina,NC,37183, Wake,37183053805,"Census Tract 538.05, Wake County, North Carolina",4.02066777,2142,156,738,25,725,29,96,69,66,43,66627,10535,10,13,279,101,559,121,185,72,5,14.4,234,213.7,6,47.5,3,13,8,12,0,17,8,12,0,12,4.5,3.2,6,3.9,66627,10535,0.7,0.8,13,5,26.1,5.3,8.6,3.2,0.7,2,10.9,9.9,0.3,2.3,0.4,1.8,1.1,1.6,0,2.3,1.1,1.6,0,0.6,0.1347,0.2761,0.0245,0.0184,0.4537,0.0463,0.4593,0.7152,0.2403,0.0277,1.4425,0.1632,0.2509,0.254,0.5049,0.225,0.2503,0.5403,0,0.0992,0,0.8898,0.0592,3.291,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0.9,1.1,820,0.228784499575292,0.001304473054
4198,1400000US37183053806,53806,37, North Carolina,NC,37183, Wake,37183053806,"Census Tract 538.06, Wake County, North Carolina",4.03256242,3441,286,1280,63,1243,78,52,49,116,101,51717,7152,32,30,549,62,816,163,327,155,4,14.4,381,406.6,6,47.5,0,17,34,40,0,17,0,12,9,13,1.5,1.4,6.1,5.2,51717,7152,1.3,1.2,16,2.1,23.7,4.3,9.5,4.4,0.3,1.2,11.1,11.8,0.2,1.4,0,1.3,2.7,3.1,0,1.4,0,2.8,0.3,0.4,0.0264,0.2853,0.0622,0.0335,0.4075,0.0369,0.6511,0.5595,0.305,0.0221,1.5377,0.2057,0.2539,0.2109,0.4648,0.2036,0,0.6345,0,0,0.5,1.1344,0.0978,3.5444,0.0377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,62,1.5,1.8,1627,0.165606660760866,0.0010656578005
4199,1400000US37183053807,53807,37, North Carolina,NC,37183, Wake,37183053807,"Census Tract 538.07, Wake County, North Carolina",3.61204251,4082,364,1602,47,1477,111,31,30,42,38,51098,4605,28,40,579,79,1151,147,234,70,85,55,431,542.3,22,54.3,167,83.5,28,40,0,17,46,34,0,12,0.8,0.8,2,1.8,51098,4605,1,1.4,14.2,2.2,28.2,2.6,5.7,1.7,5.8,3.7,10.6,13.3,0.6,1.4,10.4,5.2,1.7,2.5,0,1.1,3.1,2.3,0,0.3,0.0148,0.0286,0.0651,0.0255,0.134,0.0021,0.5378,0.8161,0.0757,0.3042,1.7338,0.3081,0.2438,0.3463,0.5901,0.2712,0.6663,0.5856,0,0.2989,0,1.5509,0.1896,4.0088,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,105,4.4,2.6,3492,0.124521009685527,0.000938116401
4200,1400000US37183053808,53808,37, North Carolina,NC,37183, Wake,37183053808,"Census Tract 538.08, Wake County, North Carolina",7.79836349,5283,356,2034,44,1863,107,56,42,131,65,61211,5852,24,20,541,97,1383,188,229,97,11,23.3,783,561.3,0,68,0,24,0,17,0,24,33,31,0,17,1.1,0.8,4.7,2.3,61211,5852,0.7,0.6,10.2,1.7,26.2,3.1,4.3,1.8,0.6,1.3,14.8,10.6,0,1.3,0,1.2,0,1.7,0,1.3,1.8,1.7,0,0.3,0.0188,0.1668,0.0336,0.0184,0.2377,0.0105,0.2858,0.7192,0.034,0.0255,1.0646,0.0647,0.3229,0,0.3229,0.1326,0,0,0,0.169,0,0.169,0.0126,1.7941,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,58,1.5,1.1,2960,0.214986558543758,0.002070303612
50009,1400000US37183053900,53900,37, North Carolina,NC,37183, Wake,37183053900,"Census Tract 539, Wake County, North Carolina",41.80663035,7853,485,2871,141,2659,135,461,365,240,126,44611,5939,232,113,628,120,2493,288,587,172,137,87.2,822,695.1,36,79.7,0,24,274,136,0,24,87,66,0,17,5.9,4.5,5.9,3.1,44611,5939,4.6,2.3,8,1.5,31.7,3.1,7.5,2.2,5.2,3.3,10.5,8.8,0.5,1.1,0,0.8,9.5,4.6,0,0.9,3.3,2.5,0,0.2,0.1961,0.2669,0.1041,0.176,0.7431,0.1185,0.1692,0.9199,0.1659,0.2564,1.5114,0.193,0.242,0.3248,0.5668,0.2583,0,0.776,0,0.3184,0,1.0944,0.0912,3.9157,0.0605,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,474,258,6,3.3,2839,0.647455616468962,0.012813786634502
50010,1400000US37183054001,54001,37, North Carolina,NC,37183, Wake,37183054001,"Census Tract 540.01, Wake County, North Carolina",1.34036545,5437,530,2927,53,2653,171,440,451,125,94,33597,5361,228,204,758,137,1182,227,570,164,245,134,2074,610.5,121,177.2,758,220.1,0,17,51,69.1,221,93,6,15,8.2,7.8,3.9,3,33597,5361,5.9,4.9,13.9,2.5,21.7,3.6,10.5,2.9,9.2,5,38.1,10.6,2.4,3.6,25.9,7.5,0,1.2,1.9,2.6,8.3,3.4,0.1,0.3,0.2985,0.1085,0.2515,0.2414,0.8999,0.165,0.5177,0.4167,0.3798,0.5594,1.8736,0.3952,0.6121,0.6239,1.236,0.6477,0.852,0,0.528,0.6474,0.3933,2.4208,0.5202,6.4303,0.3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,305,10.8,4.9,5318,0.07932501005033,0.0003483041615
50011,1400000US37183054004,54004,37, North Carolina,NC,37183, Wake,37183054004,"Census Tract 540.04, Wake County, North Carolina",1.00714938,5753,991,2589,52,2300,160,778,371,211,157,23657,4243,499,252,818,143,1749,616,489,125,401,194.8,2640,1203.6,397,287.8,603,214.3,0,17,72,103.4,254,114,6,5,13.5,6.4,7.4,5,23657,4243,13.4,6.3,14.2,3.3,30.4,9.3,8.5,2.8,17.4,8.4,45.9,19.4,7.6,5.4,23.3,8.3,0,1.3,3.1,4.5,11,4.8,0.1,0.1,0.5085,0.4043,0.5631,0.5792,2.055,0.5281,0.5378,0.8881,0.2333,0.8758,2.5349,0.8106,0.673,0.8246,1.4976,0.7866,0.8326,0,0.6686,0.7395,0.3879,2.6286,0.6148,8.7162,0.7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,750,22.9,10.8,3186,0.068345985831473,0.0002613335205
50012,1400000US37183054006,54006,37, North Carolina,NC,37183, Wake,37183054006,"Census Tract 540.06, Wake County, North Carolina",0.85256727,3478,389,1354,33,1274,71,781,354,121,82,26971,3432,247,141,349,130,927,193,259,110,213,98.5,1415,494.9,160,120.3,445,106.6,0,12,115,74.3,72,54,97,89,22.5,9,7.1,4.6,26971,3432,10.8,5.9,10,3.4,26.7,4.7,7.4,3.1,16.7,7.7,40.7,13.5,5.2,3.8,32.9,7.8,0,2.5,9,5.8,5.7,4.3,2.8,2.5,0.7446,0.3767,0.4347,0.4799,2.0358,0.5217,0.2743,0.7452,0.16,0.8609,2.0404,0.5087,0.6337,0.7614,1.3951,0.7338,0.8915,0,0.8995,0.5105,0.8303,3.1318,0.8216,8.6031,0.6931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,212,17.8,5.4,3878,0.069273879057195,0.000220442048
50013,1400000US37183054007,54007,37, North Carolina,NC,37183, Wake,37183054007,"Census Tract 540.07, Wake County, North Carolina",1.30468229,3783,221,1861,33,1798,67,190,106,187,72,37660,3015,196,156,486,102,652,117,278,99,103,70.2,1230,355.1,55,92.5,75,66.1,35,46,38,57.3,53,33,0,12,5,2.8,7.4,2.8,37660,3015,6.9,5.3,12.8,2.8,17.2,2.9,7.4,2.7,5.7,3.9,32.5,9.2,1.5,2.6,4,3.6,1.9,2.5,2.1,3.2,2.9,1.8,0,0.3,0.1563,0.4043,0.1802,0.2933,1.0341,0.2057,0.4462,0.1678,0.16,0.3021,1.0761,0.0664,0.5583,0.5275,1.0858,0.5644,0.4929,0.5985,0.5541,0.279,0,1.9244,0.3123,5.1204,0.1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,240,17,5.9,7645,0.084018562468909,0.0003378523545
50014,1400000US37183054008,54008,37, North Carolina,NC,37183, Wake,37183054008,"Census Tract 540.08, Wake County, North Carolina",0.86329164,6567,542,2746,56,2513,135,2081,560,573,236,17779,2403,864,326,182,92,2195,390,367,138,723,189.2,5510,596,804,323.3,774,179,0,17,323,140.4,265,136,11,14,31.7,7.1,15.3,5.7,17779,2403,22.5,7.6,2.8,1.4,33.4,5.3,5.6,2.2,28.8,7.4,83.9,5.9,14.2,5.6,28.2,6.5,0,1.3,12.9,5.5,10.5,5.4,0.2,0.2,0.8728,0.8532,0.7995,0.8073,3.3328,0.8806,0.0239,0.9483,0.0719,0.983,2.0271,0.4994,0.8776,0.9108,1.7884,0.9261,0.8664,0,0.9416,0.7252,0.4402,2.9734,0.7636,10.1218,0.8734,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0,1,4,1943,418,29.6,5.5,2847,0.066772347210964,0.0002236649675
50015,1400000US37183054011,54011,37, North Carolina,NC,37183, Wake,37183054011,"Census Tract 540.11, Wake County, North Carolina",1.12807576,2916,214,1108,21,1087,32,203,171,85,47,47920,7300,92,78,467,64,646,130,222,134,61,40.8,439,278.4,45,59.7,0,17,0,12,0,17,0,12,4,7,7,5.6,5.2,2.8,47920,7300,4.2,3.5,16,2.2,22.2,4.2,7.6,4.5,5.6,3.8,15.1,9.5,1.6,2.1,0,1.5,0,3.1,0,1.6,0,3.2,0.1,0.2,0.2454,0.207,0.0814,0.1564,0.6902,0.1041,0.6511,0.4464,0.1724,0.2926,1.5625,0.2168,0.3264,0.5359,0.8623,0.4264,0,0,0,0,0.4164,0.4164,0.0202,3.5314,0.0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,105,6.6,3.4,2873,0.090719327661495,0.000289349763
50016,1400000US37183054012,54012,37, North Carolina,NC,37183, Wake,37183054012,"Census Tract 540.12, Wake County, North Carolina",1.93758107,3798,382,1561,32,1465,69,93,63,105,51,56614,10928,86,67,624,117,860,123,248,119,83,62,879,495.1,38,62.4,33,42.7,18,21,26,41.8,0,12,12,7,2.4,1.7,5.3,2.7,56614,10928,3.2,2.2,16.4,2.8,22.6,2.3,6.5,3,5.7,4.2,23.1,12.8,1,1.7,2.1,2.7,1.2,1.4,1.8,2.8,0,2.4,0.3,0.2,0.0511,0.2156,0.0452,0.1088,0.4206,0.0396,0.6763,0.4814,0.1098,0.2971,1.5646,0.2176,0.4498,0.4547,0.9045,0.4513,0.4022,0.5489,0.5048,0,0.5276,1.9836,0.335,4.8732,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,353,12.9,8.2,5883,0.095345565352181,0.000505653776
50017,1400000US37183054013,54013,37, North Carolina,NC,37183, Wake,37183054013,"Census Tract 540.13, Wake County, North Carolina",4.74687003,13408,842,5224,85,5043,163,1056,709,94,67,40540,4856,56,64,1059,202,4015,624,561,240,671,282,2623,1145.7,183,158.5,764,204.7,0,19,163,150.2,102,91,22,12,7.9,5.1,1.3,1,40540,4856,0.7,0.7,7.9,1.6,29.9,4.3,4.2,1.8,13.3,5.6,19.6,8.5,1.4,1.2,14.6,3.9,0,0.7,3.2,3,2,1.8,0.2,0.1,0.2852,0.0171,0.1431,0.0184,0.4637,0.0483,0.1642,0.8754,0.0321,0.7619,1.8336,0.3689,0.3992,0.5166,0.9158,0.4583,0.7369,0,0.6778,0.1895,0.4378,2.042,0.3568,5.2551,0.1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,278,3.5,2.1,5876,0.157016674781534,0.001228274009
50018,1400000US37183054014,54014,37, North Carolina,NC,37183, Wake,37183054014,"Census Tract 540.14, Wake County, North Carolina",4.10476581,12698,1011,4842,92,4621,232,2184,794,807,416,21195,2166,1167,591,799,219,3644,606,921,381,886,352.9,8886,1180.3,1013,358.1,534,241,189,130,331,163.3,127,94,123,64,17.4,6.6,11.7,6,21195,2166,15.4,7.1,6.3,1.6,28.7,4.2,7.3,3,19.2,7.6,70,7.4,8.8,3,11,5,3.9,2.7,7.2,3.5,2.7,2.1,1,0.5,0.6305,0.7155,0.6675,0.6441,2.6575,0.7055,0.0968,0.8342,0.1545,0.9067,1.9923,0.4743,0.8104,0.8472,1.6576,0.8651,0.6773,0.6717,0.8645,0.2593,0.6831,3.156,0.8302,9.4634,0.7999,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2992,840,23.8,6,8446,0.173761126183826,0.001062221492501
50019,1400000US37183054015,54015,37, North Carolina,NC,37183, Wake,37183054015,"Census Tract 540.15, Wake County, North Carolina",1.84860889,2516,277,901,25,837,59,262,181,51,43,30188,6007,121,118,233,38,749,174,135,70,108,54.6,1620,321.9,116,122.7,0,17,0,12,52,47.5,14,20,4,7,10.6,7.3,4.1,3.3,30188,6007,7.6,7,9.3,1.8,29.8,6.1,5.4,3,12.9,6.5,64.4,10.7,5,5.3,0,1.9,0,3.8,6.2,5.7,1.7,2.4,0.2,0.3,0.3992,0.1223,0.3326,0.329,1.1831,0.2523,0.2355,0.8699,0.0642,0.7465,1.9161,0.422,0.7822,0.7552,1.5374,0.807,0,0,0.8385,0.1585,0.4339,1.4309,0.1585,6.0675,0.3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,153,10.7,5.5,7261,0.08787561967049,0.000475274559499
50020,1400000US37183054016,54016,37, North Carolina,NC,37183, Wake,37183054016,"Census Tract 540.16, Wake County, North Carolina",2.3503994,5438,484,2649,35,2329,163,187,122,125,80,38297,3867,34,28,585,93,1311,233,253,112,186,97.3,879,660.2,33,83.9,477,163.3,0,17,26,37.1,17,26,5,4,3.4,2.2,4,2.7,38297,3867,0.9,0.8,10.8,1.9,24.1,3.7,4.7,2,8,4.1,16.2,12.1,0.6,1.6,18,6.2,0,1.3,1.1,1.6,0.7,1.1,0.1,0.1,0.0877,0.1153,0.1707,0.0229,0.3967,0.0346,0.3198,0.5876,0.0428,0.475,1.4251,0.1567,0.3457,0.3679,0.7136,0.3394,0.781,0,0.3932,0.0646,0.3773,1.6162,0.2088,4.1515,0.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,79,2.6,1.4,6801,0.115291499301565,0.000615478679
50021,1400000US37183054017,54017,37, North Carolina,NC,37183, Wake,37183054017,"Census Tract 540.17, Wake County, North Carolina",1.09556288,2846,384,1323,41,1172,108,317,192,90,51,28630,4171,155,83,365,233,629,147,256,111,123,65.8,1137,489.8,36,56.6,446,137.2,0,12,59,63.2,0,12,153,232,11.8,7.9,5.5,2.9,28630,4171,7.7,4,12.8,7.5,22.1,4.2,9.5,4.1,10.5,5.5,40,16.3,1.4,2.1,33.7,10.3,0,2.6,5,5.4,0,2.9,5.4,8.1,0.446,0.2326,0.3797,0.3344,1.3927,0.3201,0.4462,0.4428,0.305,0.6346,1.8286,0.3654,0.6274,0.506,1.1335,0.5899,0.8955,0,0.794,0,0.9075,2.597,0.5999,6.9518,0.4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,356,160,13.2,5.7,2449,0.10326922194338,0.000303249015
50022,1400000US37183054018,54018,37, North Carolina,NC,37183, Wake,37183054018,"Census Tract 540.18, Wake County, North Carolina",2.06556925,3220,315,1677,67,1591,90,562,303,227,160,21903,3570,138,83,135,71,876,234,274,148,320,149.5,2188,374.7,57,79.2,623,208.3,51,60,20,31.4,104,77,0,12,17.5,9,11.5,7.6,21903,3570,6.8,4.1,4.2,2.1,27.2,6.8,8.5,4.6,20.1,9.3,68,9.6,2,2.8,37.1,12.3,3,3.6,1.3,2,6.5,4.8,0,0.4,0.6332,0.7052,0.6378,0.2877,2.2638,0.59,0.0409,0.7738,0.2333,0.9206,1.9686,0.4575,0.8004,0.584,1.3844,0.7283,0.9091,0.6453,0.4184,0.5595,0,2.5324,0.5704,8.1492,0.631,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,652,239,20.2,7,11232,0.109681669732753,0.000532139566
50023,1400000US37183054104,54104,37, North Carolina,NC,37183, Wake,37183054104,"Census Tract 541.04, Wake County, North Carolina",4.49650335,10706,825,3754,115,3449,181,694,366,650,213,24109,3068,622,296,436,156,3564,510,778,295,624,221.2,7344,955.5,511,227,297,178.4,243,121,177,153.6,80,79,9,8,6.5,3.4,10.9,3.1,24109,3068,10.2,4.7,4.1,1.5,33.3,4,7.3,2.8,18.1,6.3,68.6,7.2,5.2,2.3,7.9,4.7,6.5,3.2,5.1,4.4,2.3,2.3,0.1,0.1,0.2236,0.6707,0.5441,0.4546,1.8929,0.4771,0.0392,0.9462,0.1545,0.888,2.0279,0.5,0.8034,0.7624,1.5658,0.8209,0.6117,0.7265,0.7984,0.2196,0.3708,2.727,0.6585,8.2135,0.6404,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2112,583,19.7,4.9,6347,0.185792056484252,0.0011598066045
50024,1400000US37183054105,54105,37, North Carolina,NC,37183, Wake,37183054105,"Census Tract 541.05, Wake County, North Carolina",4.30362301,11920,708,5063,114,4932,171,779,412,488,184,30497,2726,457,198,1307,295,2915,428,738,248,430,206,5893,922.9,255,149.8,48,58.1,26,30,100,80.3,55,64,22,17,6.5,3.5,7.3,2.7,30497,2726,5.6,2.4,11,2.6,24.5,3.3,6.2,2,8.7,4.2,49.4,7.2,2.3,1.3,0.9,1.1,0.5,0.6,2,1.6,1.1,1.3,0.2,0.1,0.2236,0.3949,0.3242,0.227,1.1697,0.2482,0.3316,0.6121,0.0962,0.5262,1.5662,0.2184,0.697,0.6103,1.3072,0.687,0.3164,0.4574,0.5423,0.0992,0.4533,1.8687,0.2919,5.9118,0.2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,411,12,3.3,5148,0.150719341579967,0.0011219706155
50025,1400000US37183054106,54106,37, North Carolina,NC,37183, Wake,37183054106,"Census Tract 541.06, Wake County, North Carolina",5.63764017,7809,767,2919,131,2778,160,1223,599,241,136,24588,3249,712,365,372,80,2186,361,374,150,438,189.6,5949,825.8,475,437.8,633,213.6,201,125,125,82,149,111,19,43,15.7,7.2,5.2,2.9,24588,3249,15,6.6,4.8,1.1,28,3.7,4.8,2,15.8,6.8,76.2,7.5,6.4,5.9,21.7,7.3,6.9,4.3,4.5,2.9,5.4,4,0.2,0.6,0.5811,0.207,0.5249,0.6322,1.9452,0.4925,0.053,0.8081,0.0459,0.8389,1.7458,0.3154,0.8393,0.7971,1.6364,0.8548,0.819,0.7344,0.7669,0.4907,0.4898,3.3008,0.8762,8.6283,0.6963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,592,21.9,6.9,8285,0.188245269503063,0.001478344033
50026,1400000US37183054108,54108,37, North Carolina,NC,37183, Wake,37183054108,"Census Tract 541.08, Wake County, North Carolina",8.22101583,6514,515,2476,74,2268,144,526,262,147,102,24600,3106,649,207,360,70,1934,259,459,168,453,150.8,4162,669.6,176,113.6,0,24,122,98,66,61.1,51,48,5,4,8.1,4,4.1,2.8,24600,3106,15.8,4.9,5.5,1.1,29.7,3.2,7,2.5,20,6.5,63.9,9,3,1.9,0,1,4.9,3.9,2.9,2.7,2.2,2.1,0.1,0.1,0.2941,0.1223,0.5243,0.6567,1.5974,0.3847,0.0708,0.8674,0.1372,0.9185,1.9939,0.4754,0.7792,0.6599,1.4391,0.756,0,0.6952,0.6475,0.2096,0.3646,1.9168,0.3095,6.9473,0.449,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1335,406,20.5,5.8,3019,0.204231968372328,0.0021335877635
50027,1400000US37183054109,54109,37, North Carolina,NC,37183, Wake,37183054109,"Census Tract 541.09, Wake County, North Carolina",13.07294036,3557,355,1375,70,1240,88,343,250,165,88,33343,3664,144,87,401,71,813,214,251,91,88,67.2,1340,402.2,11,49.5,0,17,334,87,52,47.5,28,25,4,3,9.6,6.5,7.9,4.1,33343,3664,5.7,3.4,11.3,2.2,22.9,5.6,7.1,2.7,7.1,5.4,37.7,10.7,0.3,1.5,0,1.2,24.3,5.9,4.2,3.8,2.3,2,0.1,0.1,0.359,0.4494,0.2566,0.2317,1.2966,0.2892,0.3497,0.4976,0.1431,0.4084,1.3987,0.1464,0.6081,0.2695,0.8776,0.4353,0,0.9223,0.7493,0.2196,0.3949,2.2861,0.4599,5.8591,0.2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,400,235,11.3,6.1,758,0.3090046007982,0.003378837002499
50028,1400000US37183054110,54110,37, North Carolina,NC,37183, Wake,37183054110,"Census Tract 541.10, Wake County, North Carolina",6.20653521,9154,451,3196,91,3127,111,759,424,450,202,29800,3078,248,119,535,80,2665,229,554,235,403,190.1,4059,642.8,114,97.9,0,24,244,93,15,29.4,26,31,0,17,8.4,4.6,8.2,3.5,29800,3078,4.2,2,5.8,0.9,29.1,2,6.1,2.6,12.9,6.1,44.3,6.7,1.4,1.2,0,0.8,7.6,2.9,0.5,0.9,0.8,1,0,0.2,0.3076,0.4747,0.3432,0.1564,1.282,0.2845,0.0801,0.8488,0.0914,0.7459,1.7662,0.3275,0.6617,0.5048,1.1664,0.6088,0,0.7458,0.2479,0.0741,0,1.0678,0.087,5.2824,0.2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,496,10,5.4,3749,0.187265086226123,0.001609101912
50029,1400000US37183054111,54111,37, North Carolina,NC,37183, Wake,37183054111,"Census Tract 541.11, Wake County, North Carolina",7.54775278,2085,221,812,83,713,78,454,361,96,73,20299,3918,164,87,125,61,684,195,249,105,79,50.6,585,327,21,51.7,0,17,196,108,68,70.4,13,22,8,9,22.3,16.6,9.6,7.2,20299,3918,12.7,6.9,6,3,32.8,8.7,11.9,4.7,11.1,7,28.1,15.4,1.1,2.7,0,2.1,24.1,12.4,9.5,9.8,1.8,3,0.4,0.4,0.7408,0.5858,0.7041,0.5546,2.5853,0.6865,0.0863,0.9389,0.4832,0.6646,2.1729,0.6028,0.5103,0.4639,0.9742,0.4968,0,0.921,0.9067,0.169,0.5559,2.5526,0.5795,8.285,0.6505,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,3,464,207,22.3,9.1,937,0.186212952025842,0.001951626017501
50030,1400000US37183054112,54112,37, North Carolina,NC,37183, Wake,37183054112,"Census Tract 541.12, Wake County, North Carolina",4.25916645,3375,379,1301,72,1170,124,427,323,150,108,25527,5008,408,188,352,130,1107,256,241,97,183,110.4,2265,452.9,89,83.1,298,132.2,206,130,67,61.2,8,14,7,4,12.7,9.5,9.1,6.4,25527,5008,19.6,9,10.4,3.8,32.8,6.6,7.1,2.8,15.6,9.3,67.1,11.1,3,2.7,22.9,10.1,15.8,9.9,5.7,5.2,0.7,1.2,0.2,0.1,0.4791,0.5484,0.4881,0.7515,2.267,0.591,0.2973,0.9388,0.1431,0.8357,2.2148,0.6292,0.7964,0.6606,1.4569,0.7657,0.8294,0.854,0.8222,0.0646,0.4686,3.0387,0.7871,8.9775,0.7419,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,739,235,21.9,5.8,6272,0.150164485165381,0.001107412616499
50031,1400000US37183054113,54113,37, North Carolina,NC,37183, Wake,37183054113,"Census Tract 541.13, Wake County, North Carolina",8.46718481,2402,258,1137,80,970,89,221,149,121,70,22843,2582,234,113,256,69,608,152,172,64,98,71.3,1304,322.8,155,85.6,148,71.8,248,73,6,16.3,6,8,6,6,9.3,6.3,9,5.1,22843,2582,14.8,6.8,10.7,2.8,25.3,5.7,7.2,2.7,10.1,7.3,54.3,12.1,7.3,4,13,6.2,21.8,6.4,0.6,1.7,0.6,0.8,0.2,0.2,0.3462,0.5404,0.5983,0.626,2.1108,0.5453,0.3143,0.6688,0.1489,0.6122,1.7442,0.3144,0.7268,0.8188,1.5456,0.8111,0.7119,0.9052,0.2844,0.0548,0.4932,2.4495,0.5333,7.8502,0.5883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,360,144,15,5.9,4130,0.205556799717853,0.0022293800785
